,id,word,constitutive_component,constitutive_policydemic,regulative_component,regulative_policydemic
2638,96-148,$200,_,_,_,_
2639,96-149,per,_,_,_,_
2640,96-150,day,_,_,_,_
2641,96-151,and,_,_,_,_
2642,96-152,"$2,000",_,_,_,_
2643,96-153,in,_,_,_,_
2644,96-154,the,_,_,_,_
2645,96-155,aggregate,_,_,_,_
2646,96-156,for,_,_,_,_
2647,96-157,a,_,_,_,_
2648,96-158,use,_,_,_,_
2649,96-159,described,_,_,_,_
2650,96-160,in,_,_,_,_
2651,96-161,paragraph,_,_,_,_
2652,96-162,(,_,_,_,_
2653,96-163,4,_,_,_,_
2654,96-164,),_,_,_,_
2655,96-165,",",_,_,_,_
2656,96-166,(,_,_,_,_
2657,96-167,5,_,_,_,_
2658,96-168,),_,_,_,_
2659,96-169,",",_,_,_,_
2660,96-170,or,_,_,_,_
2661,96-171,(,_,_,_,_
2662,96-172,6,_,_,_,_
2663,96-173,),_,_,_,_
2664,96-174,of,_,_,_,_
2665,96-175,section,_,_,_,_
2666,96-176,5102,_,_,_,_
2667,96-177,(,_,_,_,_
2668,96-178,a,_,_,_,_
2669,96-179,),_,_,_,_
2670,96-180,.,_,_,_,_
2671,97-1,(,_,_,_,_
2672,97-2,B,_,_,_,_
2673,97-3,),_,_,_,_
2674,97-4,REQUIRED,_,_,_,_
2675,97-5,COMPENSATION,_,_,_,_
2676,97-6,.,_,_,_,_
2677,98-1,-,_,_,_,_
2678,98-2,-,_,_,_,_
2679,98-3,(,_,_,_,_
2680,98-4,i,_,_,_,_
2681,98-5,),_,_,_,_
2682,98-6,In,_,_,_,_
2683,98-7,general,_,_,_,_
2684,98-8,.,_,_,_,_
2685,99-1,-,_,_,_,_
2686,99-2,-,_,_,_,_
2687,99-3,Subject,_,_,_,_
2688,99-4,to,_,_,_,_
2689,99-5,subparagraph,_,_,_,_
2690,99-6,(,_,_,_,_
2691,99-7,A,_,_,_,_
2692,99-8,),_,_,_,_
2693,99-9,(,_,_,_,_
2694,99-10,ii,_,_,_,_
2695,99-11,),_,_,_,_
2696,99-12,",",_,_,_,_
2697,99-13,the,_,_,_,_
2698,99-14,employee's,_,_,_,_
2699,99-15,required,_,_,_,_
2700,99-16,compensation,_,_,_,_
2701,99-17,under,_,_,_,_
2702,99-18,this,_,_,_,_
2703,99-19,subparagraph,_,_,_,_
2704,99-20,shall,_,_,_,_
2705,99-21,be,_,_,_,_
2706,99-22,not,_,_,_,_
2707,99-23,less,_,_,_,_
2708,99-24,than,_,_,_,_
2709,99-25,the,_,_,_,_
2710,99-26,greater,_,_,_,_
2711,99-27,of,_,_,_,_
2712,99-28,the,_,_,_,_
2713,99-29,following,_,_,_,_
2714,99-30,:,_,_,_,_
2715,99-31,(,_,_,_,_
2716,99-32,I,_,_,_,_
2717,99-33,),_,_,_,_
2718,99-34,The,_,_,_,_
2719,99-35,employee's,_,_,_,_
2720,99-36,regular,_,_,_,_
2721,99-37,rate,_,_,_,_
2722,99-38,of,_,_,_,_
2723,99-39,pay,_,_,_,_
2724,99-40,(,_,_,_,_
2725,99-41,as,_,_,_,_
2726,99-42,determined,_,_,_,_
2727,99-43,under,_,_,_,_
2728,99-44,section,_,_,_,_
2729,99-45,7,_,_,_,_
2730,99-46,(,_,_,_,_
2731,99-47,e,_,_,_,_
2732,99-48,),_,_,_,_
2733,99-49,of,_,_,_,_
2734,99-50,the,_,_,_,_
2735,99-51,Fair,_,_,_,_
2736,99-52,Labor,_,_,_,_
2737,99-53,Standards,_,_,_,_
2738,99-54,Act,_,_,_,_
2739,99-55,of,_,_,_,_
2740,99-56,1938,_,_,_,_
2741,99-57,(,_,_,_,_
2742,99-58,29,_,_,_,_
2743,99-59,U.S.C,_,_,_,_
2744,99-60,.,_,_,_,_
2745,99-61,207,_,_,_,_
2746,99-62,(,_,_,_,_
2747,99-63,e,_,_,_,_
2748,99-64,),_,_,_,_
2749,99-65,),_,_,_,_
2750,99-66,.,_,_,_,_
2751,100-1,(,_,_,_,_
2752,100-2,II,_,_,_,_
2753,100-3,),_,_,_,_
2754,100-4,The,_,_,_,_
2755,100-5,minimum,_,_,_,_
2756,100-6,wage,_,_,_,_
2757,100-7,rate,_,_,_,_
2758,100-8,in,_,_,_,_
2759,100-9,effect,_,_,_,_
2760,100-10,under,_,_,_,_
2761,100-11,section,_,_,_,_
2762,100-12,6,_,_,_,_
2763,100-13,(,_,_,_,_
2764,100-14,a,_,_,_,_
2765,100-15,),_,_,_,_
2766,100-16,(,_,_,_,_
2767,100-17,1,_,_,_,_
2768,100-18,),_,_,_,_
2769,100-19,of,_,_,_,_
2770,100-20,the,_,_,_,_
2771,100-21,Fair,_,_,_,_
2772,100-22,Labor,_,_,_,_
2773,100-23,Standards,_,_,_,_
2774,100-24,Act,_,_,_,_
2775,100-25,of,_,_,_,_
2776,100-26,1938,_,_,_,_
2777,100-27,(,_,_,_,_
2778,100-28,29,_,_,_,_
2779,100-29,U.S.C,_,_,_,_
2780,100-30,.,_,_,_,_
2781,100-31,206,_,_,_,_
2782,100-32,(,_,_,_,_
2783,100-33,a,_,_,_,_
2784,100-34,),_,_,_,_
2785,100-35,(,_,_,_,_
2786,100-36,1,_,_,_,_
2787,100-37,),_,_,_,_
2788,100-38,),_,_,_,_
2789,100-39,.,_,_,_,_
2790,101-1,(,_,_,_,_
2791,101-2,III,_,_,_,_
2792,101-3,),_,_,_,_
2793,101-4,The,_,_,_,_
2794,101-5,minimum,_,_,_,_
2795,101-6,wage,_,_,_,_
2796,101-7,rate,_,_,_,_
2797,101-8,in,_,_,_,_
2798,101-9,effect,_,_,_,_
2799,101-10,for,_,_,_,_
2800,101-11,such,_,_,_,_
2801,101-12,employee,_,_,_,_
2802,101-13,in,_,_,_,_
2803,101-14,the,_,_,_,_
2804,101-15,applicable,_,_,_,_
2805,101-16,State,_,_,_,_
2806,101-17,or,_,_,_,_
2807,101-18,locality,_,_,_,_
2808,101-19,",",_,_,_,_
2809,101-20,whichever,_,_,_,_
2810,101-21,is,_,_,_,_
2811,101-22,greater,_,_,_,_
2812,101-23,",",_,_,_,_
2813,101-24,in,_,_,_,_
2814,101-25,which,_,_,_,_
2815,101-26,the,_,_,_,_
2816,101-27,employee,_,_,_,_
2817,101-28,is,_,_,_,_
2818,101-29,employed,_,_,_,_
2819,101-30,.,_,_,_,_
2820,102-1,(,_,_,_,_
2821,102-2,ii,_,_,_,_
2822,102-3,),_,_,_,_
2823,102-4,SPECIAL,_,_,_,_
2824,102-5,RULE,_,_,_,_
2825,102-6,FOR,_,_,_,_
2826,102-7,CARE,_,_,_,_
2827,102-8,OF,_,_,_,_
2828,102-9,FAMILY,_,_,_,_
2829,102-10,MEMBERS,_,_,_,_
2830,102-11,.,_,_,_,_
2831,103-1,-,_,_,_,_
2832,103-2,-,_,_,_,_
2833,103-3,Subject,_,_,_,_
2834,103-4,to,_,_,_,_
2835,103-5,subparagraph,_,_,_,_
2836,103-6,(,_,_,_,_
2837,103-7,A,_,_,_,_
2838,103-8,),_,_,_,_
2839,103-9,(,_,_,_,_
2840,103-10,ii,_,_,_,_
2841,103-11,),_,_,_,_
2842,103-12,",",_,_,_,_
2843,103-13,with,_,_,_,_
2844,103-14,respect,_,_,_,_
2845,103-15,to,_,_,_,_
2846,103-16,any,_,_,_,_
2847,103-17,paid,_,_,_,_
2848,103-18,sick,_,_,_,_
2849,103-19,time,_,_,_,_
2850,103-20,provided,_,_,_,_
2851,103-21,for,_,_,_,_
2852,103-22,any,_,_,_,_
2853,103-23,use,_,_,_,_
2854,103-24,described,_,_,_,_
2855,103-25,in,_,_,_,_
2856,103-26,paragraph,_,_,_,_
2857,103-27,(,_,_,_,_
2858,103-28,4,_,_,_,_
2859,103-29,),_,_,_,_
2860,103-30,",",_,_,_,_
2861,103-31,(,_,_,_,_
2862,103-32,5,_,_,_,_
2863,103-33,),_,_,_,_
2864,103-34,",",_,_,_,_
2865,103-35,or,_,_,_,_
2866,103-36,(,_,_,_,_
2867,103-37,6,_,_,_,_
2868,103-38,),_,_,_,_
2869,103-39,of,_,_,_,_
2870,103-40,section,_,_,_,_
2871,103-41,5102,_,_,_,_
2872,103-42,(,_,_,_,_
2873,103-43,a,_,_,_,_
2874,103-44,),_,_,_,_
2875,103-45,",",_,_,_,_
2876,103-46,the,_,_,_,_
2877,103-47,employee's,_,_,_,_
2878,103-48,required,_,_,_,_
2879,103-49,compensation,_,_,_,_
2880,103-50,under,_,_,_,_
2881,103-51,this,_,_,_,_
2882,103-52,subparagraph,_,_,_,_
2883,103-53,shall,_,_,_,_
2884,103-54,be,_,_,_,_
2885,103-55,two-thirds,_,_,_,_
2886,103-56,of,_,_,_,_
2887,103-57,the,_,_,_,_
2888,103-58,amount,_,_,_,_
2889,103-59,described,_,_,_,_
2890,103-60,in,_,_,_,_
2891,103-61,clause,_,_,_,_
2892,103-62,(,_,_,_,_
2893,103-63,B,_,_,_,_
2894,103-64,),_,_,_,_
2895,103-65,(,_,_,_,_
2896,103-66,i,_,_,_,_
2897,103-67,),_,_,_,_
2898,103-68,.,_,_,_,_
2899,104-1,(,_,_,_,_
2900,104-2,C,_,_,_,_
2901,104-3,),_,_,_,_
2902,104-4,VARYING,_,_,_,_
2903,104-5,SCHEDULE,_,_,_,_
2904,104-6,HOURS,_,_,_,_
2905,104-7,CALCULATION,_,_,_,_
2906,104-8,.,_,_,_,_
2907,105-1,-,_,_,_,_
2908,105-2,-,_,_,_,_
2909,105-3,In,_,_,_,_
2910,105-4,the,_,_,_,_
2911,105-5,case,_,_,_,_
2912,105-6,of,_,_,_,_
2913,105-7,a,_,_,_,_
2914,105-8,part-time,_,_,_,_
2915,105-9,employee,_,_,_,_
2916,105-10,described,_,_,_,_
2917,105-11,in,_,_,_,_
2918,105-12,section,_,_,_,_
2919,105-13,5102,_,_,_,_
2920,105-14,(,_,_,_,_
2921,105-15,b,_,_,_,_
2922,105-16,),_,_,_,_
2923,105-17,(,_,_,_,_
2924,105-18,2,_,_,_,_
2925,105-19,),_,_,_,_
2926,105-20,(,_,_,_,_
2927,105-21,B,_,_,_,_
2928,105-22,),_,_,_,_
2929,105-23,whose,_,_,_,_
2930,105-24,schedule,_,_,_,_
2931,105-25,varies,_,_,_,_
2932,105-26,from,_,_,_,_
2933,105-27,week,_,_,_,_
2934,105-28,to,_,_,_,_
2935,105-29,week,_,_,_,_
2936,105-30,to,_,_,_,_
2937,105-31,such,_,_,_,_
2938,105-32,an,_,_,_,_
2939,105-33,extent,_,_,_,_
2940,105-34,that,_,_,_,_
2941,105-35,an,_,_,_,_
2942,105-36,employer,_,_,_,_
2943,105-37,is,_,_,_,_
2944,105-38,unable,_,_,_,_
2945,105-39,to,_,_,_,_
2946,105-40,determine,_,_,_,_
2947,105-41,with,_,_,_,_
2948,105-42,certainty,_,_,_,_
2949,105-43,the,_,_,_,_
2950,105-44,number,_,_,_,_
2951,105-45,of,_,_,_,_
2952,105-46,hours,_,_,_,_
2953,105-47,the,_,_,_,_
2954,105-48,employee,_,_,_,_
2955,105-49,would,_,_,_,_
2956,105-50,have,_,_,_,_
2957,105-51,worked,_,_,_,_
2958,105-52,if,_,_,_,_
2959,105-53,such,_,_,_,_
2960,105-54,employee,_,_,_,_
2961,105-55,had,_,_,_,_
2962,105-56,not,_,_,_,_
2963,105-57,taken,_,_,_,_
2964,105-58,paid,_,_,_,_
2965,105-59,sick,_,_,_,_
2966,105-60,time,_,_,_,_
2967,105-61,under,_,_,_,_
2968,105-62,section,_,_,_,_
2969,105-63,2,_,_,_,_
2970,105-64,(,_,_,_,_
2971,105-65,a,_,_,_,_
2972,105-66,),_,_,_,_
2973,105-67,",",_,_,_,_
2974,105-68,the,_,_,_,_
2975,105-69,employer,_,_,_,_
2976,105-70,shall,_,_,_,_
2977,105-71,use,_,_,_,_
2978,105-72,the,_,_,_,_
2979,105-73,following,_,_,_,_
2980,105-74,in,_,_,_,_
2981,105-75,place,_,_,_,_
2982,105-76,of,_,_,_,_
2983,105-77,such,_,_,_,_
2984,105-78,number,_,_,_,_
2985,105-79,:,_,_,_,_
2986,105-80,(,_,_,_,_
2987,105-81,i,_,_,_,_
2988,105-82,),_,_,_,_
2989,105-83,Subject,_,_,_,_
2990,105-84,to,_,_,_,_
2991,105-85,clause,_,_,_,_
2992,105-86,(,_,_,_,_
2993,105-87,ii,_,_,_,_
2994,105-88,),_,_,_,_
2995,105-89,",",_,_,_,_
2996,105-90,a,_,_,_,_
2997,105-91,number,_,_,_,_
2998,105-92,equal,_,_,_,_
2999,105-93,to,_,_,_,_
3000,105-94,the,_,_,_,_
3001,105-95,average,_,_,_,_
3002,105-96,number,_,_,_,_
3003,105-97,of,_,_,_,_
3004,105-98,hours,_,_,_,_
3005,105-99,that,_,_,_,_
3006,105-100,the,_,_,_,_
3007,105-101,employee,_,_,_,_
3008,105-102,was,_,_,_,_
3009,105-103,scheduled,_,_,_,_
3010,105-104,per,_,_,_,_
3011,105-105,day,_,_,_,_
3012,105-106,over,_,_,_,_
3013,105-107,the,_,_,_,_
3014,105-108,6,_,_,_,_
3015,105-109,-,_,_,_,_
3016,105-110,month,_,_,_,_
3017,105-111,period,_,_,_,_
3018,105-112,ending,_,_,_,_
3019,105-113,on,_,_,_,_
3020,105-114,the,_,_,_,_
3021,105-115,date,_,_,_,_
3022,105-116,on,_,_,_,_
3023,105-117,which,_,_,_,_
3024,105-118,the,_,_,_,_
3025,105-119,employee,_,_,_,_
3026,105-120,takes,_,_,_,_
3027,105-121,the,_,_,_,_
3028,105-122,paid,_,_,_,_
3029,105-123,sick,_,_,_,_
3030,105-124,time,_,_,_,_
3031,105-125,",",_,_,_,_
3032,105-126,including,_,_,_,_
3033,105-127,hours,_,_,_,_
3034,105-128,for,_,_,_,_
3035,105-129,which,_,_,_,_
3036,105-130,the,_,_,_,_
3037,105-131,employee,_,_,_,_
3038,105-132,took,_,_,_,_
3039,105-133,leave,_,_,_,_
3040,105-134,of,_,_,_,_
3041,105-135,any,_,_,_,_
3042,105-136,type,_,_,_,_
3043,105-137,.,_,_,_,_
3044,106-1,(,_,_,_,_
3045,106-2,ii,_,_,_,_
3046,106-3,),_,_,_,_
3047,106-4,If,_,_,_,_
3048,106-5,the,_,_,_,_
3049,106-6,employee,_,_,_,_
3050,106-7,did,_,_,_,_
3051,106-8,not,_,_,_,_
3052,106-9,work,_,_,_,_
3053,106-10,over,_,_,_,_
3054,106-11,such,_,_,_,_
3055,106-12,period,_,_,_,_
3056,106-13,",",_,_,_,_
3057,106-14,the,_,_,_,_
3058,106-15,reasonable,_,_,_,_
3059,106-16,expectation,_,_,_,_
3060,106-17,of,_,_,_,_
3061,106-18,the,_,_,_,_
3062,106-19,employee,_,_,_,_
3063,106-20,at,_,_,_,_
3064,106-21,the,_,_,_,_
3065,106-22,time,_,_,_,_
3066,106-23,of,_,_,_,_
3067,106-24,hiring,_,_,_,_
3068,106-25,of,_,_,_,_
3069,106-26,the,_,_,_,_
3070,106-27,average,_,_,_,_
3071,106-28,number,_,_,_,_
3072,106-29,of,_,_,_,_
3073,106-30,hours,_,_,_,_
3074,106-31,per,_,_,_,_
3075,106-32,day,_,_,_,_
3076,106-33,that,_,_,_,_
3077,106-34,the,_,_,_,_
3078,106-35,employee,_,_,_,_
3079,106-36,would,_,_,_,_
3080,106-37,normally,_,_,_,_
3081,106-38,be,_,_,_,_
3082,106-39,scheduled,_,_,_,_
3083,106-40,to,_,_,_,_
3084,106-41,work,_,_,_,_
3085,106-42,.,_,_,_,_
3086,107-1,(,_,_,_,_
3087,107-2,D,_,_,_,_
3088,107-3,),_,_,_,_
3089,107-4,GUIDELINES,_,_,_,_
3090,107-5,.,_,_,_,_
3091,108-1,-,_,_,_,_
3092,108-2,-,_,_,_,_
3093,108-3,Not,_,_,_,_
3094,108-4,later,_,_,_,_
3095,108-5,than,_,_,_,_
3096,108-6,15,_,_,_,_
3097,108-7,days,_,_,_,_
3098,108-8,after,_,_,_,_
3099,108-9,the,_,_,_,_
3100,108-10,date,_,_,_,_
3101,108-11,of,_,_,_,_
3102,108-12,the,_,_,_,_
3103,108-13,enactment,_,_,_,_
3104,108-14,of,_,_,_,_
3105,108-15,this,_,_,_,_
3106,108-16,Act,_,_,_,_
3107,108-17,",",_,_,_,_
3108,108-18,the,_,_,_,_
3109,108-19,Secretary,_,_,_,_
3110,108-20,of,_,_,_,_
3111,108-21,Labor,_,_,_,_
3112,108-22,shall,_,_,_,_
3113,108-23,issue,_,_,_,_
3114,108-24,guidelines,_,_,_,_
3115,108-25,to,_,_,_,_
3116,108-26,assist,_,_,_,_
3117,108-27,employers,_,_,_,_
3118,108-28,in,_,_,_,_
3119,108-29,calculating,_,_,_,_
3120,108-30,the,_,_,_,_
3121,108-31,amount,_,_,_,_
3122,108-32,of,_,_,_,_
3123,108-33,paid,_,_,_,_
3124,108-34,sick,_,_,_,_
3125,108-35,time,_,_,_,_
3126,108-36,under,_,_,_,_
3127,108-37,subparagraph,_,_,_,_
3128,108-38,(,_,_,_,_
3129,108-39,A,_,_,_,_
3130,108-40,),_,_,_,_
3131,108-41,.,_,_,_,_
3132,109-1,(,_,_,_,_
3133,109-2,E,_,_,_,_
3134,109-3,),_,_,_,_
3135,109-4,Reasonable,_,_,_,_
3136,109-5,notice,_,_,_,_
3137,109-6,.,_,_,_,_
3138,110-1,-,_,_,_,_
3139,110-2,-,_,_,_,_
3140,110-3,After,_,_,_,_
3141,110-4,the,_,_,_,_
3142,110-5,first,_,_,_,_
3143,110-6,workday,_,_,_,_
3144,110-7,(,_,_,_,_
3145,110-8,or,_,_,_,_
3146,110-9,portion,_,_,_,_
3147,110-10,thereof,_,_,_,_
3148,110-11,),_,_,_,_
3149,110-12,an,_,_,_,_
3150,110-13,employee,_,_,_,_
3151,110-14,receives,_,_,_,_
3152,110-15,paid,_,_,_,_
3153,110-16,sick,_,_,_,_
3154,110-17,time,_,_,_,_
3155,110-18,under,_,_,_,_
3156,110-19,this,_,_,_,_
3157,110-20,Act,_,_,_,_
3158,110-21,",",_,_,_,_
3159,110-22,an,_,_,_,_
3160,110-23,employer,_,_,_,_
3161,110-24,may,_,_,_,_
3162,110-25,require,_,_,_,_
3163,110-26,the,_,_,_,_
3164,110-27,employee,_,_,_,_
3165,110-28,to,_,_,_,_
3166,110-29,follow,_,_,_,_
3167,110-30,reasonable,_,_,_,_
3168,110-31,notice,_,_,_,_
3169,110-32,procedures,_,_,_,_
3170,110-33,in,_,_,_,_
3171,110-34,order,_,_,_,_
3172,110-35,to,_,_,_,_
3173,110-36,continue,_,_,_,_
3174,110-37,receiving,_,_,_,_
3175,110-38,such,_,_,_,_
3176,110-39,paid,_,_,_,_
3177,110-40,sick,_,_,_,_
3178,110-41,time,_,_,_,_
3179,110-42,.,_,_,_,_
3180,111-1,SEC,_,_,_,_
3181,111-2,.,_,_,_,_
3182,111-3,5111,_,_,_,_
3183,111-4,.,_,_,_,_
3184,112-1,REGULATORY,_,_,_,_
3185,112-2,AUTHORITIES,_,_,_,_
3186,112-3,.,_,_,_,_
3187,113-1,The,_,_,_,_
3188,113-2,Secretary,_,_,_,_
3189,113-3,of,_,_,_,_
3190,113-4,Labor,_,_,_,_
3191,113-5,shall,_,_,_,_
3192,113-6,have,_,_,_,_
3193,113-7,the,_,_,_,_
3194,113-8,authority,_,_,_,_
3195,113-9,to,_,_,_,_
3196,113-10,issue,_,_,_,_
3197,113-11,regulations,_,_,_,_
3198,113-12,for,_,_,_,_
3199,113-13,good,_,_,_,_
3200,113-14,cause,_,_,_,_
3201,113-15,under,_,_,_,_
3202,113-16,sections,_,_,_,_
3203,113-17,553,_,_,_,_
3204,113-18,(,_,_,_,_
3205,113-19,b,_,_,_,_
3206,113-20,),_,_,_,_
3207,113-21,(,_,_,_,_
3208,113-22,B,_,_,_,_
3209,113-23,),_,_,_,_
3210,113-24,and,_,_,_,_
3211,113-25,553,_,_,_,_
3212,113-26,(,_,_,_,_
3213,113-27,d,_,_,_,_
3214,113-28,),_,_,_,_
3215,113-29,(,_,_,_,_
3216,113-30,A,_,_,_,_
3217,113-31,),_,_,_,_
3218,113-32,of,_,_,_,_
3219,113-33,title,_,_,_,_
3220,113-34,5,_,_,_,_
3221,113-35,",",_,_,_,_
3222,113-36,United,_,_,_,_
3223,113-37,States,_,_,_,_
3224,113-38,Code,_,_,_,_
3225,113-39,-,_,_,_,_
3226,113-40,-,_,_,_,_
3227,113-41,(,_,_,_,_
3228,113-42,1,_,_,_,_
3229,113-43,),_,_,_,_
3230,113-44,to,_,_,_,_
3231,113-45,exclude,_,_,_,_
3232,113-46,certain,_,_,_,_
3233,113-47,health,_,_,_,_
3234,113-48,care,_,_,_,_
3235,113-49,providers,_,_,_,_
3236,113-50,and,_,_,_,_
3237,113-51,emergency,_,_,_,_
3238,113-52,responders,_,_,_,_
3239,113-53,from,_,_,_,_
3240,113-54,the,_,_,_,_
3241,113-55,definition,_,_,_,_
3242,113-56,of,_,_,_,_
3243,113-57,employee,_,_,_,_
3244,113-58,under,_,_,_,_
3245,113-59,section,_,_,_,_
3246,113-60,5110,_,_,_,_
3247,113-61,(,_,_,_,_
3248,113-62,1,_,_,_,_
3249,113-63,),_,_,_,_
3250,113-64,including,_,_,_,_
3251,113-65,by,_,_,_,_
3252,113-66,allowing,_,_,_,_
3253,113-67,the,_,_,_,_
3254,113-68,employer,_,_,_,_
3255,113-69,of,_,_,_,_
3256,113-70,such,_,_,_,_
3257,113-71,health,_,_,_,_
3258,113-72,care,_,_,_,_
3259,113-73,providers,_,_,_,_
3260,113-74,and,_,_,_,_
3261,113-75,emergency,_,_,_,_
3262,113-76,responders,_,_,_,_
3263,113-77,to,_,_,_,_
3264,113-78,opt,_,_,_,_
3265,113-79,out,_,_,_,_
3266,113-80,;,_,_,_,_
3267,113-81,(,_,_,_,_
3268,113-82,2,_,_,_,_
3269,113-83,),_,_,_,_
3270,113-84,to,_,_,_,_
3271,113-85,exempt,_,_,_,_
3272,113-86,small,_,_,_,_
3273,113-87,businesses,_,_,_,_
3274,113-88,with,_,_,_,_
3275,113-89,fewer,_,_,_,_
3276,113-90,than,_,_,_,_
3277,113-91,50,_,_,_,_
3278,113-92,employees,_,_,_,_
3279,113-93,from,_,_,_,_
3280,113-94,the,_,_,_,_
3281,113-95,requirements,_,_,_,_
3282,113-96,of,_,_,_,_
3283,113-97,section,_,_,_,_
3284,113-98,5102,_,_,_,_
3285,113-99,(,_,_,_,_
3286,113-100,a,_,_,_,_
3287,113-101,),_,_,_,_
3288,113-102,(,_,_,_,_
3289,113-103,5,_,_,_,_
3290,113-104,),_,_,_,_
3291,113-105,when,_,_,_,_
3292,113-106,the,_,_,_,_
3293,113-107,imposition,_,_,_,_
3294,113-108,of,_,_,_,_
3295,113-109,such,_,_,_,_
3296,113-110,requirements,_,_,_,_
3297,113-111,would,_,_,_,_
3298,113-112,jeopardize,_,_,_,_
3299,113-113,the,_,_,_,_
3300,113-114,viability,_,_,_,_
3301,113-115,of,_,_,_,_
3302,113-116,the,_,_,_,_
3303,113-117,business,_,_,_,_
3304,113-118,as,_,_,_,_
3305,113-119,a,_,_,_,_
3306,113-120,going,_,_,_,_
3307,113-121,concern,_,_,_,_
3308,113-122,;,_,_,_,_
3309,113-123,and,_,_,_,_
3310,113-124,(,_,_,_,_
3311,113-125,3,_,_,_,_
3312,113-126,),_,_,_,_
3313,113-127,as,_,_,_,_
3314,113-128,necessary,_,_,_,_
3315,113-129,",",_,_,_,_
3316,113-130,to,_,_,_,_
3317,113-131,carry,_,_,_,_
3318,113-132,out,_,_,_,_
3319,113-133,the,_,_,_,_
3320,113-134,purposes,_,_,_,_
3321,113-135,of,_,_,_,_
3322,113-136,this,_,_,_,_
3323,113-137,Act,_,_,_,_
3324,113-138,",",_,_,_,_
3325,113-139,including,_,_,_,_
3326,113-140,to,_,_,_,_
3327,113-141,ensure,_,_,_,_
3328,113-142,consistency,_,_,_,_
3329,113-143,between,_,_,_,_
3330,113-144,this,_,_,_,_
3331,113-145,Act,_,_,_,_
3332,113-146,and,_,_,_,_
3333,113-147,Division,_,_,_,_
3334,113-148,C,_,_,_,_
3335,113-149,and,_,_,_,_
3336,113-150,Division,_,_,_,_
3337,113-151,G,_,_,_,_
3338,113-152,of,_,_,_,_
3339,113-153,the,_,_,_,_
3340,113-154,Families,_,_,_,_
3341,113-155,First,_,_,_,_
3342,113-156,Coronavirus,_,_,_,_
3343,113-157,Response,_,_,_,_
3344,113-158,Act,_,_,_,_
3345,113-159,.,_,_,_,_
